Key_concept,Related_concept,Term,Article_url,Sentence,Author,Label,Annotation,,,Annotation,Annotation
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=37539855,d. t. suzuki contends that chan 's growth in popularity during the 7th and 8th centuries attracted criticism that it had no authorized records of its direct transmission from the founder of buddhism and that chan s historians made bodhidharma the 28th patriarch of buddhism in response to such attacks .,D. T. Suzuki,P,,,,,
buddhism,buddhism,monks,https://en.wikipedia.org/wiki?curid=56710443,"on 5 march sinhalese mobs began attacking muslim properties in the region , resulting in widespread damage to property while some groups of local sinhalese youth organized by buddhist monks protected mosques from attackers ; cricketers mahela jayawardena , kumar sangakkara , and sanath jayasuriya condemned the attacks and nearly 300 mostly sinhalese volunteers rebuilt a muslim business in anamaduwa .",Sanath Jayasuriya,P,,,,,
lgbt,lgbt,queer,https://en.wikipedia.org/wiki?curid=22928909,"putting to one side the question of whether the idea of homosexual contagion is necessarily homophobic , guy davidson uses the article from the village voice as an example of how the idea of queer subversion of heterosexuality can have politically positive implications , specifically in relation to tristan taormino 's writing on celebration of the lgbt movement 's queering of heterosexual sex practices the production of the  queer heterosexual   .",Tristan Taormino,P,,,,,
socialism,marxism,marxist,https://en.wikipedia.org/wiki?curid=12652730,"based on wang ruoshui ’s  argument , bill brugger and david kelly , in their chinese marxism in the post-mao era , interpret it as the idea that a marxist view of human nature should be not pre-social in the manner of the social contract theorists but trans-social .",Wang Ruoshui,P,,,,,
socialism,marxism,marxism,https://en.wikipedia.org/wiki?curid=41657074,"there politician vladimir lenin joined a revolutionary cell , and became a vocal advocate for marxism within the revolutionary socialist movement .",Vladimir Lenin,P,,,,,
judaism,judaism,judaism,https://en.wikipedia.org/wiki?curid=1395941,"jewish knowledge and secular knowledge , torah and madda , do not , therefore , require substantive reconciliation ( norman lamm , torah umadda pp. 142 – 43 ) ; in fact , the study of torah with other knowledge results in a heightened and enriched judaism .",Norman Lamm,P,,,,,
apartheid,apartheid,apartheid,https://en.wikipedia.org/wiki?curid=147687,"incidentally , on the occasion of nelson mandela 35th birthday , stevie wonder s  was honored by the united nations special committee against apartheid for nelson mandela stance against racism in south africa that same year ( 1985 ) .",Nelson Mandela,C,,,,,
scientology,scientology,scientology,https://en.wikipedia.org/wiki?curid=4649794,"in the hco bulletin of april 17 , ad13 ( aircraft door goals ) , scientology founder l. ron hubbard states that the total life span of the helatrobus government was between 52 trillion and 38 trillion years ago .",L. Ron Hubbard,P,,,,,
google,google,google,https://en.wikipedia.org/wiki?curid=322596,"omid kordestani , former senior vp of global business at google , began mr. kaplan startup career with go corporation .",Omid Kordestani,P,,,,,
cold war,cold war,soviet spies,https://en.wikipedia.org/wiki?curid=2557536,"assigned to cover the stories of physicists alan nunn may and klaus fuchs , who , in the early post-war years were unmasked as soviet spies , espionage became a particular interest of chapman pincher  .",Klaus Fuchs,P,,,,,
judaism,judaism,judaism,https://en.wikipedia.org/wiki?curid=375565,one example is israeli tv personality sofi tsedaka who was brought up samaritan and converted to judaism at the age of 18 .,Sofi Tsedaka,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=532476,"consult particular article for details the rise of islam begins around the time muhammad and the time muhammad followers took flight , the hijra , to the city of medina .",Muhammad,P,,,,,
anarchism,anarchism,anarchism,https://en.wikipedia.org/wiki?curid=2382358,"anarchism and nationalism both emerged in europe following the french revolution of 1789 , and have a long and durable relationship going back at least to mikhail bakunin ( 1814-1876 ) and his involvement with the pan-slavic movement prior to his conversion to anarchism .",Mikhail Bakunin,P,,,,,
socialism,marxism,communists,https://en.wikipedia.org/wiki?curid=17865,"while both groups argued against capitalism , the anarchist communists departed from proudhon and mikhail bakunin s , who maintained that individuals have a right to the product of individuals individual labor and to be remunerated for individuals particular contribution to production .",Mikhail Bakunin,C,,,,,
lgbt,lgbt,lgbt,https://en.wikipedia.org/wiki?curid=23490410,"one of the democratic winners was wisconsin 's tammy baldwin , who became the first openly lgbt member of the us senate .",Tammy Baldwin,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=29812984,"at the same time , however , islam began to take firm root amongst the mongols , as those who embraced christianity such as tekuder , became muslim .",Tekuder,P,,,,,
feminism,feminism,feminism,https://en.wikipedia.org/wiki?curid=1791212,"it was an integral part of the feminist scholar sheila jeffreys feminism , although it was in conflict with the liberal approach to sexuality and desire .",Sheila Jeffreys,P,,,,,
google,google,google,https://en.wikipedia.org/wiki?curid=58633420,google also issued a statement stating that google cloud chief executive diane greene would not be attending future investment initiative summit in riyadh .,Diane Greene,P,,,,,
socialism,socialism,socialism,https://en.wikipedia.org/wiki?curid=8888768,"beatrice webb , one of the leaders of the fabian movement   husband , beatrice webb , one of the leaders of the fabian movement  , wrote in socialism in england , published in the 1890s : it is not only in matters of sanitation that this ' municipal socialism ' is progressing .",Beatrice Webb,P,,,,,
kabbalah,kabbalah,kabbalah,https://en.wikipedia.org/wiki?curid=11783975,"according to giulio busi , sixteenth-century christian kabbalah was the most important christian cabalist second to its founder giovanni pico della mirandola .",Giovanni Pico della Mirandola,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=483086,"michelangelo signorile , a gay radio host , keyes finished with 27 % of the vote despite winning a small number of southern illinois counties .",Michelangelo Signorile,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=42005535,the national controversy surrounding the bill prompted arizona state senator steve gallardo to publicly come out as gay .,Steve Gallardo,P,,,,,
socialism,marxism,marxist,https://en.wikipedia.org/wiki?curid=31045316,"when asked whether he supported the bourgeois right-wing , adolf hitler claimed that nazism was not exclusively for any class and he indicated that it favoured neither the left nor the right , but preserved pure elements from both camps by stating : from the camp of bourgeois tradition , it takes national resolve , and from the materialism of the marxist dogma , living , creative socialism .",Adolf Hitler,C,,,,,
facebook,facebook,facebook,https://en.wikipedia.org/wiki?curid=59184030,"speakers and guests included former minister of economics brigitte zypries ( spd ) from germany , entrepreneur gary vaynerchuk ( vaynermedia ) , iron maiden singer bruce dickinson , youtuber casey neistat , old-school german rappers beginner , trivago founder rolf schrömgens , facebook executive andrew bosworth and cambridge analytica ceo alexander nix .",Andrew Bosworth,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=978523,"according to the milinda panha ( i 32-35 ) , the monk nagasena , who famously dialogued with the greek king menander i to convert him to buddhism , was a student of dharmaraksita , and him reached enlightenment as an arhat under him guidance .",Menander I,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=6484353,"although davis received endorsements from previous seat holder gus savage and nation of islam leader louis farrakhan , jesse jackson was the eventual winner of the primary .",Louis Farrakhan,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=4244763,"sanjaya belatthiputta is said to have taught sariputta and moggallāna , before their conversion to buddhism .",Sariputta,P,,,,,
scientology,scientology,scientology,https://en.wikipedia.org/wiki?curid=45589862,"in 1959 , hubbard s left scientology and later took the name ronald dewolf .",Ronald DeWolf,C,,,,,
facebook,facebook,facebook,https://en.wikipedia.org/wiki?curid=261077,"under chris hughes , co-founder of facebook , the magazine became less focused on the beltway , with more cultural coverage and attention to visuals .",Chris Hughes,P,,,,,
tax,tax,tax,https://en.wikipedia.org/wiki?curid=36598943,west co-owned kbtc radio in austin along with businessmen e.g. kingsbury and robert b. anderson ( former state of texas tax commissioner and future secretary of the treasury ) .,Robert B. Anderson,C,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=1088352,"critic robert rodi , covering progressive gay issues in comics for the comics journal in 1986 , wrote , starstruck is an explosion of alternate sexuality and its phenomenal trappings .",Robert Rodi,P,,,,,
judaism,judaism,jews,https://en.wikipedia.org/wiki?curid=4656928,"rodger kamenetz popularized the term jubu or jewish buddhist , interviewing poet allen ginsberg , vipassana teacher joseph goldstein , ram dass and other american jews involved with bringing eastern traditions to the west .",Allen Ginsberg,P,,,,,
socialism,marxism,marxism,https://en.wikipedia.org/wiki?curid=19280734,vladimir lenin stated that — in contrast with marxism — liberal science defends wage slavery .,Vladimir Lenin,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=1196424,chaudhry muhammad zafarullah khan authored several books on islam both in urdu and english .,Muhammad,P,,,,,
feminism,feminism,feminists,https://en.wikipedia.org/wiki?curid=4866122,"thus , when some feminists began defending the headscarf on the grounds of tradition , fadela amara countered : it 's not tradition , it 's archaic !",Fadela Amara,P,,,,,
atheism,atheism,atheism,https://en.wikipedia.org/wiki?curid=632230,"mcginn was interviewed for jonathan miller 's documentary mini-series , ( 2003 ) , later broadcast as the atheism tapes ( 2004 ) .",Jonathan Miller,P,,,,,
socialism,marxism,marxist,https://en.wikipedia.org/wiki?curid=1057123,"during the 1960s and early 1970s , the people 's republic of china under the leadership of its founder , mao zedong , argued that a belligerent attitude should be maintained towards capitalist countries , and so initially rejected the peaceful coexistence theory as essentially marxist revisionism .",Mao Zedong,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=38402942,"modern vietnamese thiền was influenced by the buddhist modernism of figures like taixu and d.t. suzuki , who saw buddhism in terms of social and personal transformation , rather than in supernatural terms .",Taixu,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=45540665,"later , the young prince trisong detsen  had to convert to buddhism , and built a black pagoda in samye as a place to offer śarīra of buddha .",Trisong Detsen,P,,,,,
anarchism,anarchism,anarchist,https://en.wikipedia.org/wiki?curid=1706432,american anarchist benjamin tucker wrote in individual liberty :,Benjamin Tucker,P,,,,,
tax,tax,tax,https://en.wikipedia.org/wiki?curid=11159548,"in 2010 , the homestead/farmstead property tax relief from gambling for the albert gallatin area school district was $ 129 per approved permanent primary residence .",Albert Gallatin,C,,,,,
lgbt,lgbt,bisexual,https://en.wikipedia.org/wiki?curid=6830640,"as lgbt rights activist tom limoncelli put it , the next time someone asks you why lgbt pride marches exist or why lgbt pride month is june tell them ' a bisexual woman named brenda howard of glf  thought it should be . '",Brenda Howard,P,,,,,
judaism,judaism,jews,https://en.wikipedia.org/wiki?curid=143149,"in 1942 , shaul avigur , head of mossad lealiyah bet , entered iraq undercover in order to survey the situation of the iraqi jews with respect to immigration to israel .",Shaul Avigur,P,,,,,
anarchism,anarchism,anarchist,https://en.wikipedia.org/wiki?curid=43069513,"mutualism is an anarchist school of thought that originates in the writings of pierre-joseph proudhon , who envisioned a society where each person might possess a means of production , either individually or collectively , with trade representing equivalent amounts of labor in the free market .",Pierre-Joseph Proudhon,P,,,,,
evolution,evolution,evolution,https://en.wikipedia.org/wiki?curid=7667356,finding darwin 's god : a scientist 's search for common ground between god and evolution is a 2000 book by the american cell biologist and roman catholic kenneth r. miller wherein a scientist s argues that evolution does not contradict religious faith .,Kenneth R. Miller,P,,,,,
socialism,marxism,marxism,https://en.wikipedia.org/wiki?curid=47246185,eduard bernstein and eduard bernstein supporters came to be identified as revisionists because his supporters sought to revise the classic tenets of marxism .,Eduard Bernstein,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=8462564,"esposito study takes into account the position of muslim modernists like jamal al-din al-afghani , muhammad abduh , sayyid ahmad khan , and muhammad iqbal , all of whom emphasized the adaptability of islam to the demands and challenges of modernity .",Muhammad Abduh,P,,,,,
lgbt,lgbt,transgender,https://en.wikipedia.org/wiki?curid=11198508,"assemblyman mark leno  angered the national transgender advocacy coalition ( ntac ) after making jokes about sparks ' award on a march 31 , 2003 broadcast of assemblyman mark leno talk show , the tonight show .",Mark Leno,P,,,,,
buddhism,buddhism,monks,https://en.wikipedia.org/wiki?curid=8108570,gandharan monks jnanagupta and prajna contributed through several important translations of sanskrit sutras into chinese language .,Jnanagupta,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=1006,"aaron 's significance in islam , however , is not limited to aaron s role as the helper of moses .",Moses,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=47591873,"he delivered the greeting of the prophet of islam  to he second great-grandson , muhammad al-baqir .",Muhammad,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=16186,"in 2015 , rabbi denise eger became the first openly gay president of the ccar .",Denise Eger,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=483086,"the washington post called michelangelo signorile , a gay radio host , keyes a carpetbagger since michelangelo signorile , a gay radio host , keyes had never lived in illinois .",Michelangelo Signorile,P,,,,,
socialism,communism,communism,https://en.wikipedia.org/wiki?curid=1063286,"frenchman pierre-joseph proudhon  theory , mutualism , rejects state , capitalism and communism and calls for a co-operative society where individuals create free associations linked in a decentralized federation , based on a bank of the people that supplies workers with free credit frenchman pierre-joseph proudhon contrasted this with what frenchman pierre-joseph proudhon called possession , or limited ownership of resources and goods only while in more or less continuous use .",Pierre-Joseph Proudhon,C,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=293489,"further , because of the central importance of the lotus sutra   , tendai buddhism includes such teachings as : tendai buddhism uses a similar hierarchy as the parent tiantai sect in to classify the various other sutra in the buddhism canon in relation to the lotus sutra , and it also follows zhiyi 's original conception of five periods eight teachings or in japanese .",Zhiyi,P,,,,,
judaism,judaism,judaism,https://en.wikipedia.org/wiki?curid=7381123,"besides the position of the mezhbizh dynasty as a trunk of hasidic judaism , an important branch of hasidism led by the baal shem tov 's descendants and heirs evolved from there as well .",Baal Shem Tov,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=5975937,"with another young harvard graduate ernest fenollosa , both of whom were teaching at japanese universities , bigelow s converted to tendai buddhism , about which bigelow s taught and lectured back in boston .",Ernest Fenollosa,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=1451639,"one of muhammad s companions ( ) , especially those who knew him the longest  described a typical scene in front of ibn abbas house : ibn abbas held classes on one single subject each day , classes on issues such as tafsir , fiqh , halal and haraam , ghazawa , poetry , arab history before islam , inheritance laws , arabic language and etymology .",Muhammad,P,,,,,
socialism,socialism,socialism,https://en.wikipedia.org/wiki?curid=1501187,"to promote the latter cause christopher newman hall s wrote the scriptural claims of teetotalism , whilst christopher newman hall s thoughts on chartism and political causes , being influenced by the weekly christian socialist written by charles kingsley , frederick maurice and thomas hughes , was brought together in a small pamphlet entitled divine socialism , or the man christ jesus .",Thomas Hughes,P,,,,,
judaism,judaism,judaism,https://en.wikipedia.org/wiki?curid=51343454,"lindenbaum , her husband marcel , and shlomo riskin   also funded a series of lectures on the role of women in judaism given by david hartman at the shalom hartman institute in israel .",Shlomo Riskin,P,,,,,
socialism,marxism,marxism,https://en.wikipedia.org/wiki?curid=55909999,"the theory of national struggle ( simplified chinese : 民族斗争理论 ; traditional chinese : 民族鬥爭理論 ; pinyin : mínzú dòuzhēng lilùn ) , or ethnic struggle , is one of mao zedong 's political theories on the application of marxism in china .",Mao Zedong,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=6729041,the film also helped to launch the career of south african gay imam muhsin hendricks by putting indian film-maker parvez sharma that explores islam and homosexuality and indian film-maker parvez sharma that explores islam and homosexuality work on the international map .,Parvez Sharma,P,,,,,
scientology,scientology,scientology,https://en.wikipedia.org/wiki?curid=26692901,"roy wallis recognized the individual from the scientology facility saint hill manor , and an undercover agent for scientology  switched an undercover agent for scientology cover and then asserted that an undercover agent for scientology was actually a defector from scientology .",Roy Wallis,C,,,,,
socialism,communism,communism,https://en.wikipedia.org/wiki?curid=1105174,"m. n. roy it declared unequivocally that between social democracy and communism there is no half-way house claimed that the kpo had 6,000 dues-paying members and was publishing eight weekly and bi-monthly publications by the fall of 1929 , with a combined circulation of 25,000 .",M. N. Roy,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=6386114,"the books are entitled mother of the believers , a historical epic that follows the birth of islam from the eyes of the islamic prophet muhammad 's wife aisha , and shadow of the swords , a love story set amidst the showdown of richard the lionheart and saladin during the third crusade .",Aisha,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=3797250,muhammad s angered the citizens of ta'if by offering freedom to slaves who surrendered the citizens of taif to islam .,Muhammad,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=15378646,"amoghavajra , one of the patriarchs of shingon buddhism who was fluent in both sanskrit and chinese , stated that the longer brahmajala sutra   is a part of the longer brahmajala sutra         .",Amoghavajra,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=5771288,the alians have very similar beliefs and practices to the alevis and along with alevis are surviving examples of pre-sunni islam because the alians are believed to be descendants of a member of the banu eli tribe who was called abbas ibn ali and umm ul-banin so their 12 imams ( referring to 12 ministerial roles during the alian mass ) has nothing to do with twelver shiism .,Umm ul-Banin,P,,,,,
judaism,judaism,jews,https://en.wikipedia.org/wiki?curid=4533719,because mordechai eliyahu was one of the spiritual leaders of the religious zionist movement mordechai eliyahu refused to use the term palestinian and believed all jews should refrain from using the term .,Mordechai Eliyahu,P,,,,,
socialism,socialism,socialism,https://en.wikipedia.org/wiki?curid=31803299,this school of thought diverged from the route to socialism propounded by karl marx .,Karl Marx,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=50960,her friend janis ian song altar boy and the thief from blowin ' away ( 1977 ) was written as a dedication to her friend janis ian gay fanbase .,Janis Ian,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=402587,shias mourn during muharram to pay respect to the imam husayn shrine whose sacrifices kept true islam alive and to show their allegiance and love for imamate .,Imam,P,,,,,
european union,european union,european union,https://en.wikipedia.org/wiki?curid=3666797,"later , in october 2008 , former italian prime minister silvio berlusconi said : i consider russia to be a western country and i plan is for the russian federation to be able to become a member of the european union in the coming years and stated that former italian prime minister silvio berlusconi had this vision for years .",Silvio Berlusconi,P,,,,,
socialism,marxism,marxist,https://en.wikipedia.org/wiki?curid=1292341,"most saw in the doctrines of karl marx and ferdinand lassalle a blueprint for a new egalitarian society and became a fervid supporter of the social democracy , as the marxist movement was known in the day .",Karl Marx,P,,,,,
socialism,marxism,marxist,https://en.wikipedia.org/wiki?curid=780603,"the marxist economist ernest mandel identifies the open society and its enemies  as part of a literature , beginning with german social democrat eduard bernstein , that criticizes the dialectical method marx borrowed from hegel as useless , metaphysical , or mystifying .",Ernest Mandel,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=21406235,"when muhammad ordered muhammad son sulthan syed ibrahimh to travel to india to spread islam , seyyida fatimatul barqa umma    also showed keen interest in leaving the country for the sake of islam .",Muhammad,P,,,,,
buddhism,buddhism,monks,https://en.wikipedia.org/wiki?curid=29334568,his royal patron anawrahta broke the power of the ari monks first by declaring that his royal patron anawrahta court would no longer heed if people ceased to yield people children to the priests .,Anawrahta,P,,,,,
lgbt,lgbt,lesbian,https://en.wikipedia.org/wiki?curid=6118686,"in 1979 , the lesbian transgender folk-singer beth elliott      released the book , which was a critique of a patriarchal medical and psychiatric establishment , and which maintained that transsexualism is based on the patriarchal myths of male mothering , and making of woman according to man 's image .",Beth Elliott,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=951080,"bengali music is highly indebted to kazi nazrul islam , rabindranath tagore and jasim uddin .",Kazi Nazrul Islam,P,,,,,
prostitution,prostitution,prostitution,https://en.wikipedia.org/wiki?curid=3911539,including dorchen leidholdt claim to have been a prostitute is based on a 1962 prostitution conviction .,Dorchen Leidholdt,C,,,,,
pornography,pornography,pornography,https://en.wikipedia.org/wiki?curid=35888926,linda lovelace later testified before the 1986 u.s. attorney general 's commission on pornography .,Linda Lovelace,C,,,,,
fascism,fascism,nazis,https://en.wikipedia.org/wiki?curid=1436966,the older leaders living in exile admired aspects of benito mussolini 's fascism but condemned nazism while the younger more radical members based within ukraine admired fascist ideas and methods as practiced by the nazis .,Benito Mussolini,P,,,,,
anarchism,anarchism,anarchist,https://en.wikipedia.org/wiki?curid=40678568,"however , by this time the us anarchist and american anarchist voltairine de cleyre    had already given a strong defense of direct action , linking it with struggles for civil rights : martin luther king , james bevel   felt that non-violent direct action 's goal was to create such a crisis and foster such a tension as to demand a response .",Voltairine de Cleyre,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=44013205,tell 'em i 'm gone is the fourteenth studio album by yusuf islam ( formerly known as yusuf islam and as cat stevens ) .,Cat Stevens,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=191387,b. baal teshuva - baal - báb - babylonian calendar - backward message - bahá ' í calendar - bahá ' í faith - bahá ' u ' lláh - bakkah - balaam - balam ( demon ) - balor - baptism - baptism for the dead - baptism of the holy spirit - bar mitzvah and bat mitzvah - beatific vision - beast - beelzebub - robert bellarmine - benedictine - bhakti - bhakti movement - bible - the bible and history - bible translations - biblical canon - biblical inerrancy - jesus in the christian bible - biblical maximalism - biblical poetry - biblical sabbath - binding of isaac - bioethics - bishops ' bible - bishop - black madonna - blessed sacrament - blessed virgin mary - blood libel - b'nai noach - bodhisattva - bodhi - book of mormon - books of the bible - born again - brahma - brahman - brahmin - brahma kumaris - brethren of the common life - breviary - brit milah - buddha-nature - buddhism - business ethics,Bodhisattva,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=3598189,"according to mahavamsa , after reaching heaven , the gautama buddha requested the lord of gods ( identified as indra ) to protect king sinhabahu in lanka , so that buddhism could flourish there .",Gautama Buddha,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=9180166,"after performing on broadway , actress bette midler began performing at the continental baths , a gay bathhouse in the city , where actress bette midler became close to actress bette midler piano accompanist barry manilow , who produced actress bette midler first major album the divine miss m ( 1973 ) .",Barry Manilow,P,,,,,
scientology,scientology,scientology,https://en.wikipedia.org/wiki?curid=13118744,"in april 1953 , l. ron hubbard wrote a letter proposing that scientology should be transformed into a religion .",L. Ron Hubbard,P,,,,,
feminism,feminism,feminism,https://en.wikipedia.org/wiki?curid=24475,individualist feminism and advocates such as wendy mcelroy and journalist jillian keenan support the freedom for adults to voluntarily enter polygamous marriages .,Wendy McElroy,P,,,,,
google,google,google,https://en.wikipedia.org/wiki?curid=2000361,"nikesh arora , who was recruited to google by kordestani himself joined google in may 1999 , leading the development and implementation of the company 's initial business model and was google 's senior vice president of worldwide sales and field operations until april 16 , 2009 .",Nikesh Arora,P,,,,,
lgbt,lgbt,transgender,https://en.wikipedia.org/wiki?curid=601475,"overall , rachel pollack s  run dealt with issues such as the generation gap , humanity , identity , transgender issues , bisexuality , and borrowed elements from judaism and kabbalah in the last few issues .",Rachel Pollack,P,,,,,
atheism,atheism,atheism,https://en.wikipedia.org/wiki?curid=26577390,"in a negative review in the winnipeg free press , ted st. godard wrote , christopher hitchens   ca n't seem to appreciate is that , even if ' soviet communism is organically linked to atheism , something his brother and others argue against ( if somewhat feebly ) , and even if one accepts that soviet tyranny was horrible , this says little about the existence of god .",Christopher Hitchens,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=17140154,"dr. chavis received the appointment to serve as east coast regional minister of the nation of islam and minister of the historic mosque number seven in harlem , new york where malcolm x had served .",Malcolm X,P,,,,,
lgbt,lgbt,bisexual,https://en.wikipedia.org/wiki?curid=3152355,in 1987 brenda howard was involved in setting up the new york area bisexual network,Brenda Howard,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=17260354,"stonewall fc , founded by aslie pitter after openly gay footballer justin fashanu faced homophobia while playing on existing teams , is a similar initiative .",Aslie Pitter,P,,,,,
google,google,google,https://en.wikipedia.org/wiki?curid=33983258,google 's vice-president megan smith also sits on the fund 's board .,Megan Smith,P,,,,,
slavery,slavery,pro-slavery,https://en.wikipedia.org/wiki?curid=25740,"before the outbreak of the war , in 1860 , lee s father-in-law g. w. parke custis voted for john c. breckinridge , who was the extreme pro-slavery candidate in the 1860 presidential election , not john bell , the more moderate southerner who won virginia .",John C. Breckinridge,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=21709,"farrakhan s worked to rebuild the nation of islam upon the original foundation established by wallace fard muhammad , also known as w. d. fard muhammad   and wallace fard muhammad , also known as w. d. fard muhammad  .",Wallace Fard Muhammad,P,,,,,
socialism,communism,communists,https://en.wikipedia.org/wiki?curid=3460644,"after giacinto menotti serrati left to rejoin the communists , emma goldman , as well as many others led giacinto menotti serrati maximalist group until the rise of fascism forced emma goldman , as well as many others into exile in switzerland , where emma goldman , as well as many others edited avanti !",Giacinto Menotti Serrati,P,,,,,
scientology,scientology,scientology,https://en.wikipedia.org/wiki?curid=45237477,"in the first , eight former scientologists   describe how eight former scientologists joined scientology ; the second act recounts the history of scientology and its founder l. ron hubbard ; and in the final act , the film airs allegations of the abuse of church members and misconduct by its leadership , particularly david miscavige , who is accused of intimidating , beating , imprisoning , and exploiting subordinates .",David Miscavige,P,,,,,
lgbt,lgbt,lesbian,https://en.wikipedia.org/wiki?curid=5676319,"several black lesbian feminists have written on this topic , including audre lorde , alice walker , darlene pagano , karen sims , and rose mason , condemning sadomasochism as an often racist practice , insensitive to the black female experience .",Alice Walker,P,,,,,
socialism,marxism,communists,https://en.wikipedia.org/wiki?curid=31486957,"the union of communists takes its name from union of german and european communists , established in the 19th century by karl marx and friedrich engels .",Karl Marx,P,,,,,
slavery,slavery,slaves,https://en.wikipedia.org/wiki?curid=56567903,"he remained there for several years , became acquainted with dr. william stephen , a brother of william wilberforce ’s legal adviser james stephen , and joined with he in protesting the mistreatment of slaves on the island .",William Wilberforce,C,,,,,
feminism,feminism,feminism,https://en.wikipedia.org/wiki?curid=37210628,"according to judy rebick , a leading canadian journalist and political activist for feminism , lesbians were and always have been at the heart of the women 's movement , while their issues were invisible in the same movement .",Judy Rebick,P,,,,,
european union,european union,european union,https://en.wikipedia.org/wiki?curid=51033834,the european commissioner for development aid louis michel stated that the execution of saddam hussein s  is against the fundamental principles of the european union ( eu ) .,Louis Michel,P,,,,,
lgbt,lgbt,transgender,https://en.wikipedia.org/wiki?curid=42286485,trevor ( elliot fletcher ) is a transgender man who is an lgbtq + activist .,Elliot Fletcher,P,,,,,
atheism,atheism,atheism,https://en.wikipedia.org/wiki?curid=16267289,"long after muralist diego rivera death , muralist diego rivera atheism was the subject of a scandal in 1948 when muralist diego rivera painted a mural at the del prado hotel with muralist diego rivera holding a sign reading , dios no existe ( god does not exist ) .",Diego Rivera,P,,,,,
zionism,zionism,zionism,https://en.wikipedia.org/wiki?curid=7093889,"despite this , evans gordon 's anti-semitism has been questioned as evans gordon s was a supporter of zionism and kept up regular correspondence with chaim weizmann who would later write of evans gordon s : i think our people were rather hard on evans gordon s .",Chaim Weizmann,P,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=56630810,"in the book parvez sharma sharply veers away from the subject of the film of the same name and instead focuses on wahhabi islam , daesh , saudi arabia , the indian sub-continent and more .",Parvez Sharma,P,,,,,
lgbt,lgbt,lgbt,https://en.wikipedia.org/wiki?curid=29652180,"they also served on the jury of the 2012 dayne ogilvie prize , a literary award for emerging lgbt writers in canada , selecting amber dawn as that year 's winner .",Amber Dawn,P,,,,,
socialism,communism,fascists,https://en.wikipedia.org/wiki?curid=5142662,"during this time period , the former socialist benito mussolini  fascist squads also engaged in violent attacks against the church where several priests were assassinated and churches burned by the fascists  .",Benito Mussolini,C,,,,,
google,google,google,https://en.wikipedia.org/wiki?curid=230834,"according to former google click fraud czar shuman ghosemajumder , there are numerous services which solve captchas automatically .",Shuman Ghosemajumder,P,,,,,
socialism,marxism,communists,https://en.wikipedia.org/wiki?curid=9539890,"following the 1959 cuban revolution and the local implementation in several countries of che guevara 's foco theory , the us waged a war in south america against the communists subversives , leading to support in chile of the right-wing , which would culminate with the coup of 1973 in chile .",Che Guevara,P,,,,,
